"AccountID","ServiceType","ServiceName","DataAllowance_MB","VoiceAllowance_Minutes","SMSAllowance_N_Messages","DataUsage_PCT","DataUsage_PCT_PM","DataUsage_PCT_PPM","VoiceUsage_PCT","VoiceUsage_PCT_PM","VoiceUsage_PCT_PPM","SMSUsage_PCT","SMSUsage_PCT_PM","SMSUsage_PCT_PPM","Revenue_Month","Revenue_Month_PM","Revenue_Month_PPM","Revenue_Month_PPPM","ServiceFailureRate_PCT","ServiceFailureRate_PCT_PM","ServiceFailureRate_PCT_PPM","CustomerLifetimeValue_USD","CustomerLifetimeValue_USD_PM","CustomerLifetimeValue_USD_PPM","Device_Lifetime","Device_Lifetime_PM","Device_Lifetime_PPM","ContractActivityLABEL","ContractActivity","ChurnMonth"
"2001035","Standard Service Plan","Voice Standard","1024","500","300","75.73","75.63",,"27.96","84.12",,"62.85","60.22",,"50","50","50",,"1.78","0.33",,"161","811",,"19","14",,"Churned","1","11"
"2001159","Standard Service Plan","Voice Standard","1024","500","300","60.63",,,"52.27",,,"65.63",,,"50","50",,,"2",,,"286",,,"18",,,"Churned","1","10"
"2000403","Standard Service Plan","Data Standard","3072","300","300","74.42","85.4","79.93","77.98","32.88","25.83","45.16","75.24","55.85","55","55","55","55","0.97","1.54","2.52","1029","524","852","14","5","12","Retended","0",
"2000811","Standard Service Plan","Data Standard","3072","300","300","71.02","89.11","54.77","74.09","91.28","61.15","80.86","70.27","24.72","55","55","55","55","1.15","1.48","1.8","1286","1484","1125","13","10","9","Retended","0",
"2001195","Standard Service Plan","Voice Standard","1024","500","300","64.63","61.01","96.85","44.55","36.71","82.16","39.56","96.55","83.3","50","50","50","50","0.62","1.21","1.95","842","981","1693","15","3","13","Retended","0",
"2000602","Standard Service Plan","Data Standard","3072","300","300","31.68","45.34","78.78","59.38","59.92","87.07","67.05","80.19","70.15","55","55","55","55","0.73","0.77","0.96","1868","508","291","15","17","6","Retended","0",
"2000977","Standard Service Plan","Voice Standard","1024","500","300","53.44","63.66","89.63","62.44","38.35","60.48","63.04","67.63","61.23","50","50","50","50","1.53","0.83","3.14","561","220","1096","13","16","10","Retended","0",
"2000014","Premium Service Plan","Data Premium","10240","150","300","59.8","77.59","51.52","80.75","118.64","72.8","54.7","53.68","50.83","70","70","80","70","1.05","0.06","1.58","1600","1632","398","15","11","15","Retended","0",
"2001164","Standard Service Plan","Voice Standard","1024","500","300","69.51",,,"5.4",,,"63.08",,,"60","50",,,"1.11",,,"407",,,"18",,,"Churned","1","10"
"2001040","Standard Service Plan","Voice Standard","1024","500","300","50.68","60.7",,"120.45","74.54",,"60.37","78.66",,"50","70","50",,"1.3","1.25",,"1352","1302",,"13","13",,"Churned","1","11"
"2000404","Standard Service Plan","Data Standard","3072","300","300","72.62","77.53","82.24","24.81","57.62","31.5","81.68","74.38","53.9","55","55","55","55","0.66","1.3","0","982","607","1523","15","13","17","Retended","0",
"2001196","Standard Service Plan","Voice Standard","1024","500","300","41.22","52.58","86.41","60.86","36.3","73.64","32.49","78.35","83.53","50","50","50","50","0.96","0.92","0.61","880","2036","1566","11","12","11","Retended","0",
"2001175","Standard Service Plan","Voice Standard","1024","500","300","62.91",,,"99.23",,,"6.62",,,"50","50",,,"1.04",,,"482",,,"14",,,"Churned","1","10"
"2000812","Standard Service Plan","Data Standard","3072","300","300","84.3","69.06","74.97","84.83","61.56","80.1","34.24","56.26","51.72","55","55","55","55","0.54","1.22","1.46","974","621","427","6","11","11","Retended","0",
"2000978","Standard Service Plan","Voice Standard","1024","500","300","46.81","93.83","66.01","51.18","84.18","68.97","51.46","79.63","70.9","50","50","50","50","0.76","1.15","0","1079","861","841","10","14","13","Retended","0",
"2000015","Premium Service Plan","Data Premium","10240","150","300","51.21","29.98","83.13","63.15","66.64","92.07","45.08","52.75","54.6","70","70","70","70","0.78","0.82","2.43","1735","1","525","7","13","12","Retended","0",
"2000604","Standard Service Plan","Data Standard","3072","300","300","68.79","59.57","86.52","62.11","42.34","115.32","15.23","47.72","8","55","55","55","80","0.45","1.56","1.81","1228","1338","1310","10","12","15","Retended","0",
"2001041","Standard Service Plan","Voice Standard","1024","500","300","103.44","82.48",,"99.75","70.19",,"60.33","64.3",,"50","70","50",,"1.46","1.91",,"128","926",,"8","17",,"Churned","1","11"
"2000405","Standard Service Plan","Data Standard","3072","300","300","87.99","83.37","77.97","66.81","76.19","81.75","65","67.86","92.98","55","55","55","55","0.94","0.71","0","775","1652","1047","8","15","11","Retended","0",
"2001241","Standard Service Plan","Voice Standard","1024","500","300","100.04",,,"2.6",,,"118.39",,,"50","80",,,"2.28",,,"1479",,,"13",,,"Churned","1","10"
"2000605","Standard Service Plan","Data Standard","3072","300","300","66.86","56.08","77.37","66.33","42.79","72.18","66.83","76.51","60.67","55","55","55","55","1.41","1.17","0.18","340","97","1278","12","8","16","Retended","0",
"2000017","Premium Service Plan","Data Premium","10240","150","300","70","74.96","62.98","79.41","77.29","82.91","39.22","90.05","62.32","80","70","70","70","1.72","1.15","0.49","2001","595","1","11","17","13","Retended","0",
"2000979","Standard Service Plan","Voice Standard","1024","500","300","60.34","60.98","69.23","73.05","38.46","77.59","85.03","60.6","64.03","50","50","50","50","0.01","1.7","1.98","828","1287","885","10","9","19","Retended","0",
"2001056","Standard Service Plan","Voice Standard","1024","500","300","72.5","67.31",,"58.97","67.96",,"1.98","83.87",,"50","50","50",,"0.89","0.69",,"1795","1857",,"11","13",,"Churned","1","11"
"2000406","Standard Service Plan","Data Standard","3072","300","300","86.57","96.55","70.63","71.43","75.08","94.64","74.84","68.37","95.27","55","55","55","55","0.7","1.51","0","763","1364","600","16","13","13","Retended","0",
"2000606","Standard Service Plan","Data Standard","3072","300","300","99.22","46.52","83.78","1.34","44.1","83.48","63.65","51.65","84.05","55","55","55","55","1.68","2.06","1.93","2177","1056","283","13","14","10","Retended","0",
"2000018","Premium Service Plan","Data Premium","10240","150","300","62.11","71.91","93.84","82.41","63.64","39.97","40.99","61.45","38.47","70","70","70","70","0.39","0.94","0","858","702","1767","6","9","12","Retended","0",
"2000980","Standard Service Plan","Voice Standard","1024","500","300","34.75","76.19","66.43","54.01","25.23","85.11","85.28","66.6","81.36","50","50","50","50","1.45","1.19","0.51","1284","1402","1196","12","13","12","Retended","0",
"2001061","Standard Service Plan","Voice Standard","1024","500","300","72.42","71.76",,"14.69","60.93",,"98","80.47",,"50","50","50",,"0.45","0.98",,"1428","701",,"18","11",,"Churned","1","11"
"2001382","Standard Service Plan","Voice Standard","1024","500","300","82.38","67.84","73.33","64.04","51.32","52.5","53.13","80.37","58.3","90","50","50","50","1.46","1.05","0","1644","1098","775","13","11","12","Retended","0",
"2001251","Standard Service Plan","Voice Standard","1024","500","300","94.48",,,"55",,,"105.32",,,"50","60",,,"1.41",,,"1929",,,"15",,,"Churned","1","10"
"2001197","Standard Service Plan","Voice Standard","1024","500","300","76.93","77.14","63.94","79.21","47.22","81.28","40.26","74.81","81.03","50","50","50","50","1.05","1.47","0.6","1348","300","380","12","8","11","Retended","0",
"2000813","Standard Service Plan","Data Standard","3072","300","300","52.51","76.42","67.68","78.86","79.91","73.75","39.8","70.17","74.7","55","55","55","55","1.33","0.91","2.78","1139","1467","1560","10","12","11","Retended","0",
"2000408","Standard Service Plan","Data Standard","3072","300","300","83.39","77.68","74.64","57.36","57.12","103.31","75.8","75.7","87.69","55","55","55","80","0.49","0.57","1.25","1560","1435","1494","17","13","13","Retended","0",
"2001866","Standard Service Plan","Data Standard","3072","300","300","87.35",,,"103.13",,,"56.99",,,"55",,,,"0.03",,,"1211",,,"14",,,"Retended","0",
"2001063","Standard Service Plan","Voice Standard","1024","500","300","109.21","63.25",,"6.9","76.15",,"61.22","70.06",,"50","70","50",,"3.68","0.23",,"1627","1608",,"16","10",,"Churned","1","11"
"2001252","Standard Service Plan","Voice Standard","1024","500","300","52.51",,,"93.57",,,"98.32",,,"50","50",,,"2.54",,,"845",,,"13",,,"Churned","1","10"
"2000981","Standard Service Plan","Voice Standard","1024","500","300","58.69","71.6","75.9","63.12","68.12","74.78","37.88","60.65","65.85","50","50","50","50","0.27","1.12","0","1589","1260","280","13","16","6","Retended","0",
"2001383","Standard Service Plan","Voice Standard","1024","500","300","48.39","52.41","91.95","40.43","43.83","53.97","57.38","67.64","90.24","50","50","50","50","0.59","1.94","3.18","1024","550","1054","13","10","13","Retended","0",
"2001198","Standard Service Plan","Voice Standard","1024","500","300","75.94","72.17","63.52","24.09","90.24","68.26","89.15","47.48","14.86","50","50","50","50","1.05","0.71","1.5","1119","1056","812","15","12","8","Retended","0",
"2000019","Premium Service Plan","Data Premium","10240","150","300","37.45","50.89","45.55","43.92","3.2","31.61","22.68","43.47","48.18","70","70","70","70","1.37","0.98","2.87","928","403","595","11","16","13","Retended","0",
"2000409","Standard Service Plan","Data Standard","3072","300","300","62.97","96.66","82.92","44.05","49.08","81.14","57.58","67.08","86.1","55","55","55","55","0.63","1.23","2.15","914","958","283","10","12","11","Retended","0",
"2001275","Standard Service Plan","Voice Standard","1024","500","300","71.47",,,"176.35",,,"88.32",,,"50","70",,,"0",,,"426",,,"17",,,"Churned","1","10"
"2000611","Standard Service Plan","Data Standard","3072","300","300","107.99","78.48","82.44","69.99","35.93","63.39","96.64","78.71","75.81","55","55","55","55","1.46","0.84","0","2474","1118","1254","11","10","13","Retended","0",
"2001070","Standard Service Plan","Voice Standard","1024","500","300","28.99","65.77",,"51.14","62.68",,"80.19","73.04",,"50","50","50",,"0","1.41",,"1378","1283",,"11","16",,"Churned","1","11"
"2000814","Standard Service Plan","Data Standard","3072","300","300","77.94","44.78","93.85","67.47","67.68","51.59","72.22","50.17","71.92","55","55","55","55","0.44","0.82","0.69","1054","854","1079","13","12","2","Retended","0",
"2001919","Standard Service Plan","Voice Standard","1024","500","300","54.49",,,"40.42",,,"66.53",,,"50",,,,"1.69",,,"1860",,,"15",,,"Retended","0",
"2000982","Standard Service Plan","Voice Standard","1024","500","300","79.7","81.05","87.51","64.78","64.46","69.32","51.3","84.52","88.53","50","50","50","50","0.96","1.47","1.87","2057","1395","1620","8","18","13","Retended","0",
"2001384","Standard Service Plan","Voice Standard","1024","500","300","73.95","78.59","70.02","43.08","50.3","63.56","71.4","78.59","42.66","50","50","50","50","1.33","1.35","1.04","1860","851","398","10","9","13","Retended","0",
"2001276","Standard Service Plan","Voice Standard","1024","500","300","61.7",,,"32.58",,,"207.32",,,"50","70",,,"2.19",,,"1083",,,"9",,,"Churned","1","10"
"2000020","Premium Service Plan","Data Premium","10240","150","300","80.89","87.36","67.29","58.42","73.63","95.26","72.37","66.97","57.35","70","70","70","70","1.51","1.16","0.89","1435","1463","702","13","11","15","Retended","0",
"2000410","Standard Service Plan","Data Standard","3072","300","300","80.69","63.83","98.53","54.26","55.82","92.77","63.43","66.86","66.66","55","55","55","55","1.06","1.41","1.82","1041","293","1448","12","11","8","Retended","0",
"2001071","Standard Service Plan","Voice Standard","1024","500","300","5.56","75.33",,"167.53","71.57",,"80.35","71.19",,"50","70","50",,"0.48","0.31",,"890","993",,"13","12",,"Churned","1","11"
"2000612","Standard Service Plan","Data Standard","3072","300","300","82.75","80.87","76.11","61.18","69.59","82.08","64.83","92.38","67.06","55","55","55","55","0.32","0.98","0","2247","315","117","8","13","12","Retended","0",
"2000815","Standard Service Plan","Data Standard","3072","300","300","85.61","95.69","72.2","54.8","73.65","85.59","64.19","57.4","81.16","55","55","55","55","0.7","0.69","0.15","889","1049","1022","16","10","14","Retended","0",
"2001289","Standard Service Plan","Voice Standard","1024","500","300","217.07",,,"66.97",,,"183.12",,,"50","100",,,"2.36",,,"655",,,"17",,,"Churned","1","10"
"2001200","Standard Service Plan","Voice Standard","1024","500","300","87.75","92.55","72.4","104.21","66.1","51.68","70.24","76.37","47.13","50","70","50","50","0.7","0.79","0.7","169","1371","1087","14","6","18","Retended","0",
"2000983","Standard Service Plan","Voice Standard","1024","500","300","34.11","94.1","86.95","86.68","48.5","60.28","62.24","73.63","68.31","80","50","50","50","1.37","1.39","1.27","1314","1605","178","12","13","10","Retended","0",
"2001386","Standard Service Plan","Voice Standard","1024","500","300","52.92","91.84","77.26","95.95","45.82","72.25","66.02","94.93","73.98","50","50","50","50","0.99","1.17","1.29","1514","1381","778","15","13","13","Retended","0",
"2000021","Premium Service Plan","Data Premium","10240","150","300","28.68","95.94","69.25","73.09","84.65","48.16","29.69","49.75","53.43","70","70","70","70","0.48","2.77","1.7","675","1021","403","11","14","10","Retended","0",
"2001074","Standard Service Plan","Voice Standard","1024","500","300","74.33","69.26",,"107.28","82.07",,"8.41","80.81",,"50","70","50",,"2.01","0.24",,"1616","361",,"8","13",,"Churned","1","11"
"2000411","Standard Service Plan","Data Standard","3072","300","300","58.4","90.31","77.32","67.17","45.6","55","80.04","64.95","89","55","55","55","55","0.95","1.39","1.03","1038","1292","814","16","7","13","Retended","0",
"2000613","Standard Service Plan","Data Standard","3072","300","300","69.46","79.63","82.38","58.1","50.85","79.03","55.31","38.9","78.36","55","55","55","55","0.95","0.83","0","268","163","1397","15","8","15","Retended","0",
"2000816","Standard Service Plan","Data Standard","3072","300","300","61.53","41.54","91.77","62.78","81.29","84.67","79.04","71.95","57.79","55","55","55","55","2.19","1.11","0.52","1194","679","1073","11","13","15","Retended","0",
"2001201","Standard Service Plan","Voice Standard","1024","500","300","53.16","73.71","73.95","23.18","78.74","39.71","69.8","69.05","56.05","50","50","50","50","0.58","0.82","1.79","436","715","1251","10","15","12","Retended","0",
"2000984","Standard Service Plan","Voice Standard","1024","500","300","53.69","75.17","66.64","53.11","55.09","89.68","58.93","81.9","72.87","50","50","50","50","1.09","1.31","0","1094","918","1808","8","10","18","Retended","0",
"2001389","Standard Service Plan","Voice Standard","1024","500","300","63.32","88.21","57.19","71.79","65.41","43.22","65.89","86.47","62.69","50","50","50","50","0.51","0.78","0.89","1857","1911","266","14","16","14","Retended","0",
"2000022","Premium Service Plan","Data Premium","10240","150","300","51.37","17.65","58.64","71.54","81.84","70.42","42.87","92.93","66.04","80","70","70","70","0.51","1.01","0","1770","1355","1463","12","13","14","Retended","0",
"2001085","Standard Service Plan","Voice Standard","1024","500","300","50.28","82.55",,"35.37","80.83",,"101.46","81.59",,"50","60","50",,"1.69","0.41",,"1007","1306",,"10","10",,"Churned","1","11"
"2000412","Standard Service Plan","Data Standard","3072","300","300","55.35","73.16","98.14","82.53","83.3","88.88","80.77","66.27","92.66","55","55","55","55","0.42","0.13","0.82","1136","820","1287","12","13","14","Retended","0",
"2000614","Standard Service Plan","Data Standard","3072","300","300","102.48","73.68","90.56","86.95","46.22","83.43","24.81","67.47","84.18","55","55","55","55","1.74","0.9","0.3","993","1379","883","9","13","12","Retended","0",
"2000817","Standard Service Plan","Data Standard","3072","300","300","59.05","77.65","67.46","27.1","66.45","80.4","69.81","64.28","56.84","55","55","55","55","1.67","1.34","2.22","827","1019","113","8","8","11","Retended","0",
"2001204","Standard Service Plan","Voice Standard","1024","500","300","67.95","88.25","69.18","80.58","63.43","89.13","31.08","49.66","69.65","50","50","50","50","1.06","0.78","1.61","383","1059","1073","8","12","17","Retended","0",
"2000985","Standard Service Plan","Voice Standard","1024","500","300","45.61","84.51","85.77","71.01","77.68","87.54","55.44","43.15","67.82","50","50","50","50","1.41","1.61","0.72","1035","816","1106","13","16","9","Retended","0",
"2001392","Standard Service Plan","Voice Standard","1024","500","300","60.77","77.01","58.77","46.64","71.43","47.64","53.51","67","47.78","50","50","50","50","1.56","1.3","0","1031","1194","1145","18","12","10","Retended","0",
"2001731","Premium Service Plan","Data Premium","10240","150","300","91.35",,,"68.03",,,"57.14",,,"70",,,,"1.92",,,"1361",,,"19",,,"Retended","0",
"2001299","Standard Service Plan","Voice Standard","1024","500","300","6.3",,,"98.7",,,"188.25",,,"50","60",,,"0",,,"1239",,,"19",,,"Churned","1","10"
"2001117","Standard Service Plan","Voice Standard","1024","500","300","106.43","70.27",,"9.96","63.94",,"75.28","83.74",,"50","70","50",,"0.31","1.28",,"310","1089",,"12","12",,"Churned","1","11"
"2001661","Standard Service Plan","Data Standard","3072","300","300","90.09","68.66",,"82.53","85.17",,"56.91","62.27",,"55","55",,,"0.82","1.16",,"847","1263",,"12","12",,"Retended","0",
"2000413","Standard Service Plan","Data Standard","3072","300","300","65.76","40.49","76.54","68","44.14","73.69","87.17","80.46","72.33","55","55","55","55","0.96","0.74","1.37","1902","1965","1465","7","10","19","Retended","0",
"2000818","Standard Service Plan","Data Standard","3072","300","300","63.64","66.16","80.27","47.24","51.1","90.12","48.4","72.97","91.28","55","55","55","55","0.76","0.55","1.09","484","2265","1510","15","9","10","Retended","0",
"2001205","Standard Service Plan","Voice Standard","1024","500","300","72.5","95.08","84.95","22.71","37.12","42.22","40.7","44.14","66.29","50","50","50","50","0.45","1.38","0.34","1635","136","2067","9","11","13","Retended","0",
"2000986","Standard Service Plan","Voice Standard","1024","500","300","86.38","53.91","72.77","65.94","27","83.08","52.26","96.77","62.39","50","50","50","50","0.94","1.6","1.61","1529","1093","1580","12","10","17","Retended","0",
"2001393","Standard Service Plan","Voice Standard","1024","500","300","69","41.54","84.01","73.7","87.06","56.31","75.94","75.11","43.14","50","50","50","50","0.96","0.91","1.41","93","612","1355","9","13","7","Retended","0",
"2000025","Premium Service Plan","Data Premium","10240","150","300","70.18","46.99","86.06","82.07","62.02","86.87","81.57","87.85","86.73","80","70","70","70","1.47","0.96","0.23","821","1156","1307","12","11","14","Retended","0",
"2001323","Standard Service Plan","Voice Standard","1024","500","300","89.43",,,"88.55",,,"3.5",,,"50","50",,,"1.14",,,"472",,,"13",,,"Churned","1","10"
"2001130","Standard Service Plan","Voice Standard","1024","500","300","99.19","76.94",,"32.61","35.95",,"72.55","76.51",,"50","50","50",,"0.87","1.48",,"1496","1109",,"17","11",,"Churned","1","11"
"2000616","Standard Service Plan","Data Standard","3072","300","300","83.89","67.66","81.99","46.74","83.48","67.4","80.5","67.05","83.36","55","55","55","55","0.48","0.86","2.43","542","1140","1586","11","15","13","Retended","0",
"2000414","Standard Service Plan","Data Standard","3072","300","300","82.48","76.85","87.26","72.39","48.04","76.5","58.34","86.62","80.09","55","55","55","55","0.01","0.46","0.49","1276","1181","1177","13","8","14","Retended","0",
"2000822","Standard Service Plan","Data Standard","3072","300","300","50.44","56.02","92.32","69.28","52.97","69.77","68.12","75.34","58.5","55","55","55","55","1.45","1.16","1.65","639","1459","1070","12","10","15","Retended","0",
"2001206","Standard Service Plan","Voice Standard","1024","500","300","55.17","84.96","87.21","75.04","63.88","71.25","56.96","67.04","56.31","50","50","50","50","0.93","1.29","1.08","1191","1219","510","15","19","9","Retended","0",
"2001324","Standard Service Plan","Voice Standard","1024","500","300","44.32",,,"78.82",,,"2.76",,,"50","50",,,"0.57",,,"1250",,,"6",,,"Churned","1","10"
"2001394","Standard Service Plan","Voice Standard","1024","500","300","87.63","56.97","83.51","83.75","64.06","19.34","85.06","71.68","45.5","50","50","50","50","1.26","1.56","1.76","1859","500","553","14","13","7","Retended","0",
"2000026","Premium Service Plan","Data Premium","10240","150","300","53.31","52.13","78.67","63.48","74.19","87.29","80.01","66.2","33.76","70","70","70","70","0.84","0.66","2.03","1258","996","754","16","13","13","Retended","0",
"2001146","Standard Service Plan","Voice Standard","1024","500","300","91.31","46.77",,"47.55","40.52",,"4.76","74.32",,"50","50","50",,"0.79","0.65",,"305","1308",,"9","15",,"Churned","1","11"
"2000987","Standard Service Plan","Voice Standard","1024","500","300","72.77","76.48","63.72","65.34","89.06","72.28","34.27","71.36","84.76","60","50","50","50","1.98","0.3","0","1497","217","922","13","13","18","Retended","0",
"2001325","Standard Service Plan","Voice Standard","1024","500","300","69.34",,,"72.21",,,"3.33",,,"50","50",,,"1.71",,,"1029",,,"14",,,"Churned","1","10"
"2000617","Standard Service Plan","Data Standard","3072","300","300","91.36","71.06","82.55","71.48","64.9","83.14","73.94","43.3","79.38","85","55","55","55","0.43","0.65","0.75","1649","1033","795","15","12","15","Retended","0",
"2000415","Standard Service Plan","Data Standard","3072","300","300","56.49","44.61","81.1","56.51","67.91","80.68","60.13","62.71","82.74","55","55","55","55","1.19","0.56","0","1176","621","703","15","13","10","Retended","0",
"2001207","Standard Service Plan","Voice Standard","1024","500","300","59.44","76.61","85.25","27.18","36.63","73.19","80.95","66.22","89.38","50","50","50","50","1.12","0.7","0.8","1318","764","1000","10","9","13","Retended","0",
"2000823","Standard Service Plan","Data Standard","3072","300","300","85.46","103.36","73.22","41.88","81.04","51.53","68.86","64.07","77.64","55","55","85","55","0.97","0.75","1.03","299","2344","1833","15","10","13","Retended","0",
"2001716","Standard Service Plan","Voice Standard","1024","500","300","75.44","68.11",,"84.32","60.72",,"86.33","64.76",,"50","50",,,"0.23","0.36",,"1088","1261",,"15","10",,"Retended","0",
"2001152","Standard Service Plan","Voice Standard","1024","500","300","108.81","43.95",,"23.11","27.28",,"99.04","60.29",,"50","70","50",,"1.09","1.1",,"713","1285",,"10","10",,"Churned","1","11"
"2000027","Premium Service Plan","Data Premium","10240","150","300","75.67","64.07","68.39","64.49","77.39","57.17","62.35","39.67","63.2","80","70","70","70","1.7","1.76","0","1132","757","1156","15","9","10","Retended","0",
"2001328","Standard Service Plan","Voice Standard","1024","500","300","77.85",,,"98.65",,,"13.6",,,"50","50",,,"0.36",,,"2123",,,"17",,,"Churned","1","10"
"2000988","Standard Service Plan","Voice Standard","1024","500","300","83.4","84.99","71.1","43.54","58.39","89.96","61.76","43.37","89.61","50","50","50","50","0.23","1.52","2.07","256","1337","2256","11","15","12","Retended","0",
"2000618","Standard Service Plan","Data Standard","3072","300","300","87.52","44.21","93.57","84.49","72.29","78.11","53.33","96.08","81.83","55","55","55","55","0.71","0.53","2.5","332","465","846","12","15","13","Retended","0",
"2000417","Standard Service Plan","Data Standard","3072","300","300","82.46","89.64","76.26","55.87","73.34","80.19","63.21","78.41","80.25","55","55","55","55","1.46","2.73","1.17","771","1120","1402","12","14","6","Retended","0",
"2001208","Standard Service Plan","Voice Standard","1024","500","300","91.09","96.48","96.48","63.57","50.4","80.79","48.73","79.61","76.92","50","50","50","50","1.61","0.86","2.46","883","1331","914","11","15","18","Retended","0",
"2000824","Standard Service Plan","Data Standard","3072","300","300","74.03","78.67","62.29","63.34","90.03","78.38","64.04","59.37","86.56","55","55","55","55","0.16","0.53","1.26","679","1942","461","15","14","3","Retended","0",
"2001161","Standard Service Plan","Voice Standard","1024","500","300","121.29","69.38",,"98.09","61.25",,"89.38","72.66",,"50","70","50",,"1.41","0.16",,"826","950",,"9","9",,"Churned","1","11"
"2001396","Standard Service Plan","Voice Standard","1024","500","300","68.24","64.75","79.15","64.32","82.11","71.88","57.99","84.53","49.79","50","50","50","50","0.96","0","0.09","891","28","992","15","22","11","Retended","0",
"2000028","Premium Service Plan","Data Premium","10240","150","300","39.63","78.66","68.65","65.68","66.06","91.58","100.87","56.97","51.71","70","80","70","70","1.47","1.7","0","208","1177","996","11","9","14","Retended","0",
"2001329","Standard Service Plan","Voice Standard","1024","500","300","105.53",,,"67.26",,,"7.5",,,"50","70",,,"0.93",,,"2600",,,"17",,,"Churned","1","10"
"2000989","Standard Service Plan","Voice Standard","1024","500","300","46.89","93.67","72","58.5","48.54","76.08","40.59","74.9","73.1","50","50","50","50","0.63","1.58","0.95","1240","1413","903","14","11","16","Retended","0",
"2000619","Standard Service Plan","Data Standard","3072","300","300","57.47","92.81","94.28","77.38","72.52","68.85","87.22","96.25","77.58","55","55","55","55","2.01","1.25","1.08","1114","1123","211","12","20","17","Retended","0",
"2000418","Standard Service Plan","Data Standard","3072","300","300","81.4","56.03","92.92","57.51","73.67","80.52","80.27","56.38","72.29","65","55","55","55","0.59","0.92","1.52","847","1054","487","16","15","12","Retended","0",
"2001210","Standard Service Plan","Voice Standard","1024","500","300","53.49","85.86","80.73","87.24","70.37","84.75","37.84","61.05","70.78","50","50","50","50","0.92","1.72","2.65","1787","2030","905","11","18","18","Retended","0",
"2001170","Standard Service Plan","Voice Standard","1024","500","300","98.87","69.47",,"46.95","53.73",,"71.43","64.81",,"50","50","50",,"1.45","1.34",,"1082","1883",,"18","13",,"Churned","1","11"
"2000825","Standard Service Plan","Data Standard","3072","300","300","66.03","59.4","98.97","83.57","71.97","97.86","58.87","71.73","101.32","55","55","55","65","1.13","0.64","0","1182","875","1135","9","17","9","Retended","0",
"2001330","Standard Service Plan","Voice Standard","1024","500","300","47.72",,,"99.32",,,"77.5",,,"50","50",,,"1.26",,,"619",,,"16",,,"Churned","1","10"
"2001397","Standard Service Plan","Voice Standard","1024","500","300","44.97","74.92","64.27","64.97","60.43","27.76","85.73","58.46","40.3","50","50","50","50","0.58","0.78","2.58","863","2117","1028","14","10","8","Retended","0",
"2000029","Premium Service Plan","Data Premium","10240","150","300","69.15","94.85","96.89","40.54","83.53","75.07","54.4","68.84","31.44","70","70","70","70","0.09","1.47","1.72","1680","1330","757","13","16","12","Retended","0",
"2000990","Standard Service Plan","Voice Standard","1024","500","300","56.02","82.68","68.03","72.68","82.67","68.18","103.67","72.93","77.14","50","60","50","50","1.08","1.3","2.08","618","1671","1225","15","10","7","Retended","0",
"2000620","Standard Service Plan","Data Standard","3072","300","300","84.93","82.56","85.51","60.75","110.89","80.16","51.8","9.25","63.74","55","55","70","55","0.76","0.74","0","1230","1524","744","12","9","11","Retended","0",
"2001335","Standard Service Plan","Voice Standard","1024","500","300","16.59",,,"3.45",,,"101.63",,,"50","60",,,"1.12",,,"125",,,"9",,,"Churned","1","10"
"2001179","Standard Service Plan","Voice Standard","1024","500","300","178.45","95.2",,"99.77","48.6",,"8.56","67.95",,"50","70","50",,"0.71","1.26",,"1775","1049",,"19","11",,"Churned","1","11"
"2000419","Standard Service Plan","Data Standard","3072","300","300","87.23","82.1","94.7","79.75","61.99","72.16","84.13","73.27","85.32","55","55","55","55","0.51","1.01","1.54","945","190","694","5","14","17","Retended","0",
"2001211","Standard Service Plan","Voice Standard","1024","500","300","61.85","85.47","95.4","78.77","53.53","89.78","76.58","65.14","69.87","50","50","50","50","0.2","1.7","3.09","905","874","1252","9","13","10","Retended","0",
"2000826","Standard Service Plan","Data Standard","3072","300","300","75.01","27.6","83.16","54.66","53.26","66.24","57.75","72.61","54.4","55","55","55","55","1.15","1.39","0","1245","1146","882","10","13","7","Retended","0",
"2001746","Premium Service Plan","Voice Premium","300","1000","300","52.67",,,"55.49",,,"11.05",,,"55",,,,"0.95",,,"1265",,,"10",,,"Retended","0",
"2001398","Standard Service Plan","Voice Standard","1024","500","300","83.13","96.2","67.04","63.45","71.65","44.18","67.5","60.15","52.97","50","50","50","50","1.76","1.2","0.67","865","365","658","6","19","11","Retended","0",
"2000030","Premium Service Plan","Data Premium","10240","150","300","60.4","77.5","48.56","73.03","58.14","77.72","78.99","58.63","44.42","70","70","70","70","0.36","0.07","0","1222","366","1177","12","9","9","Retended","0",
"2001336","Standard Service Plan","Voice Standard","1024","500","300","25.73",,,"1.49",,,"101.53",,,"50","60",,,"1.33",,,"159",,,"13",,,"Churned","1","10"
"2000992","Standard Service Plan","Voice Standard","1024","500","300","65.43","83.94","63.63","69.61","52","9.5","64.1","56.51","66.43","70","50","50","50","1.99","0.38","1.31","1183","1035","1826","13","11","14","Retended","0",
"2000621","Standard Service Plan","Data Standard","3072","300","300","71.55","17.21","44.83","47.9","80.85","76.33","27.53","79.67","88.38","55","55","55","55","1.8","0.93","1.36","665","586","531","13","10","12","Retended","0",
"2001183","Standard Service Plan","Voice Standard","1024","500","300","65.3","55.44",,"31.72","36.7",,"14.17","91.11",,"50","50","50",,"2.69","2.12",,"131","470",,"19","15",,"Churned","1","11"
