"AccountID","ServiceType","ServiceName","DataAllowance_MB","VoiceAllowance_Minutes","SMSAllowance_N_Messages","DataUsage_PCT","DataUsage_PCT_PM","DataUsage_PCT_PPM","VoiceUsage_PCT","VoiceUsage_PCT_PM","VoiceUsage_PCT_PPM","SMSUsage_PCT","SMSUsage_PCT_PM","SMSUsage_PCT_PPM","Revenue_Month","Revenue_Month_PM","Revenue_Month_PPM","Revenue_Month_PPPM","ServiceFailureRate_PCT","ServiceFailureRate_PCT_PM","ServiceFailureRate_PCT_PPM","CustomerLifetimeValue_USD","CustomerLifetimeValue_USD_PM","CustomerLifetimeValue_USD_PPM","Device_Lifetime","Device_Lifetime_PM","Device_Lifetime_PPM","ContractActivityLABEL","ContractActivity","ChurnMonth"
"2001747","Premium Service Plan","Voice Premium","300","1000","300","68.05",,,"84.87",,,"70.83",,,"55",,,,"0.08",,,"1394",,,"13",,,"Retended","0",
"2000345","Premium Service Plan","Text Premium","300","150","1000","77.48","80.39","81.18","82.29","77.71","96.81","78.91","71.78","50.49","40","40","40","40","0.62","1.1","0.13","909","1582","989","6","11","14","Retended","0",
"2001517","Standard Service Plan","Voice Standard","1024","500","300","69.46","91.21","65.54","40.81","59.97","19.97","80.54","63.06","75.48","50","50","50","50","0.53","1.73","0.52","299","1772","591","8","10","13","Retended","0",
"2001314","Standard Service Plan","Voice Standard","1024","500","300","37.98","65.93","65.55","61.34","72.12","54.26","106.99","91.27","94.97","50","60","50","50","1.61","1.9","1.21","2332","754","1032","15","14","14","Retended","0",
"2000448","Standard Service Plan","Data Standard","3072","300","300","34.91","95.53","87.77","64.73","44.96","84.42","0.22","88.85","79.98","55","55","55","55","0.5","0.23","0.61","457","1268","1477","12","14","12","Retended","0",
"2000823","Standard Service Plan","Data Standard","3072","300","300","85.46","103.36","73.22","41.88","81.04","51.53","68.86","64.07","77.64","55","55","85","55","0.97","0.75","1.03","299","2344","1833","15","10","13","Retended","0",
"2000889","Standard Service Plan","Voice Standard","1024","500","300","68.09","76.88","89.04","86.87","65.08","94.86","27.23","74.29","63.85","50","50","50","50","0.83","0.37","2.05","723","1255","10","10","12","14","Retended","0",
"2000040","Premium Service Plan","Data Premium","10240","150","300","76.32","67.35","61.94","74.16","90.36","100.9","57.33","58.16","37.97","70","70","70","80","0.67","1.68","0.7","1199","1357","2330","6","12","12","Retended","0",
"2000389","Standard Service Plan","Data Standard","3072","300","300","81.95","36.99","74.13","70.06","31.08","85.84","63.93","64.53","78.02","65","55","55","55","0.71","0.98","2.85","695","964","185","12","17","10","Retended","0",
"2000880","Standard Service Plan","Voice Standard","1024","500","300","71.87","88.08","92.15","54.82","80.92","42.1","33.52","89.25","95.32","80","50","50","50","0.49","1.14","0.02","1272","1210","944","8","16","13","Retended","0",
"2000863","Standard Service Plan","Voice Standard","1024","500","300","83.48","81.14","88.69","68.59","10.78","55.77","57.55","80.27","49.96","50","50","50","50","0.37","0.49","1.75","1254","816","608","17","10","12","Retended","0",
"2001245","Standard Service Plan","Voice Standard","1024","500","300","36.09","75.73","87.67","61.25","44.22","27.31","85.45","52.93","49.63","50","50","50","50","1.36","1.76","1.09","49","1432","236","13","11","13","Retended","0",
"2001076","Standard Service Plan","Voice Standard","1024","500","300","78.08","85.96","81.69","55.13","68.69","70.79","3.83","62.4","84.99","50","50","50","50","1.09","1.8","0","576","719","1126","14","8","15","Retended","0",
"2001058","Standard Service Plan","Voice Standard","1024","500","300","39.64","76.61","82.22","51.01","65.04","82.67","60.76","58.7","78.47","50","50","50","50","1.72","1.03","2.45","1723","756","1424","15","15","6","Retended","0",
"2001737","Premium Service Plan","Data Premium","10240","150","300","57.74",,,"82.56",,,"59.53",,,"70",,,,"1.24",,,"894",,,"15",,,"Retended","0",
"2001228","Standard Service Plan","Voice Standard","1024","500","300","67.36","76.62","120.49","28.12","53.68","42.57","44.14","61.18","69.51","50","50","50","70","1.54","1.59","1.3","1071","1529","1498","14","17","12","Retended","0",
"2000483","Standard Service Plan","Data Standard","3072","300","300","94.48","68.13","70.23","57.55","82.68","62.63","67.14","62.02","60.64","70","55","55","55","0.58","1.92","0","417","454","1051","12","14","10","Retended","0",
"2001866","Standard Service Plan","Data Standard","3072","300","300","87.35",,,"103.13",,,"56.99",,,"55",,,,"0.03",,,"1211",,,"14",,,"Retended","0",
"2001453","Standard Service Plan","Voice Standard","1024","500","300","68.66","63.53","92.06","10.14","66.71","68.31","66.8","64.42","40.7","50","50","50","50","0.48","0.94","1.07","1178","1321","774","16","10","13","Retended","0",
"2000045","Premium Service Plan","Data Premium","10240","150","300","53.52","60.93","64.84","106.65","88.05","63.55","40.3","48.18","8.12","70","80","70","70","0.31","1","0.28","499","938","1488","11","6","14","Retended","0",
"2000595","Standard Service Plan","Data Standard","3072","300","300","74.64","82.53","78.47","68.6","41.83","70.49","87.32","66.39","61.63","55","55","55","55","0.23","1.21","1.85","508","489","1198","10","15","15","Retended","0",
"2001394","Standard Service Plan","Voice Standard","1024","500","300","87.63","56.97","83.51","83.75","64.06","19.34","85.06","71.68","45.5","50","50","50","50","1.26","1.56","1.76","1859","500","553","14","13","7","Retended","0",
"2000105","Premium Service Plan","Data Premium","10240","150","300","65.71","76.65","63.21","48.25","80.07","96.7","48.15","57.32","63.74","70","70","70","70","0.52","1.59","1.02","780","1631","1249","11","9","10","Retended","0",
"2000004","Premium Service Plan","Data Premium","10240","150","300","23.16","35.12","23.05","64.46","80.87","94.09","10.11","68.32","60.89","70","70","70","70","0.95","1.19","0.6","1154","1142","2150","9","13","12","Retended","0",
"2001685","Standard Service Plan","Voice Standard","1024","500","300","61.26","88.47",,"79.77","63.82",,"57.19","53.77",,"50","50",,,"1.53","0.66",,"670","728",,"15","7",,"Retended","0",
"2000864","Standard Service Plan","Voice Standard","1024","500","300","53.6","71.32","102.31","45.69","33.44","57.94","52.77","11.6","58.04","50","50","50","70","1.3","0.63","1.54","1479","116","787","19","20","12","Retended","0",
"2001749","Premium Service Plan","Voice Premium","300","1000","300","93.47",,,"83.34",,,"80.36",,,"55",,,,"1.32",,,"1799",,,"10",,,"Retended","0",
"2001101","Standard Service Plan","Voice Standard","1024","500","300","85.48","60.26","66.61","63.72","49.79","79.19","55.18","75.87","71.81","50","50","50","50","0.99","1.06","1.26","1204","403","421","11","11","9","Retended","0",
"2000442","Standard Service Plan","Data Standard","3072","300","300","202.1","75.48","85.69","61.2","74.07","68.52","68.34","68.31","78.7","55","55","55","55","0.64","0.97","0.53","1820","648","1924","14","14","9","Retended","0",
"2000818","Standard Service Plan","Data Standard","3072","300","300","63.64","66.16","80.27","47.24","51.1","90.12","48.4","72.97","91.28","55","55","55","55","0.76","0.55","1.09","484","2265","1510","15","9","10","Retended","0",
"2001145","Standard Service Plan","Voice Standard","1024","500","300","40.34","88.65","49.68","38.08","61.61","36.01","50.25","64.92","61.73","50","50","50","50","1.8","0.69","0.62","1154","1384","1661","14","4","13","Retended","0",
"2001195","Standard Service Plan","Voice Standard","1024","500","300","64.63","61.01","96.85","44.55","36.71","82.16","39.56","96.55","83.3","50","50","50","50","0.62","1.21","1.95","842","981","1693","15","3","13","Retended","0",
"2000704","Standard Service Plan","Data Standard","3072","300","300","77.4","87.78","88.31","68.97","93.47","49.11","57.46","83.39","90.43","55","55","55","55","0.56","0.97","1.92","1317","489","180","13","8","14","Retended","0",
"2000632","Standard Service Plan","Data Standard","3072","300","300","85.49","64.59","91.37","95.8","79.39","68.52","74.75","67.42","70.43","55","55","55","55","0.78","0.15","2.02","1357","1239","963","7","9","11","Retended","0",
"2001892","Standard Service Plan","Voice Standard","1024","500","300","67.92",,,"58.5",,,"43.22",,,"50",,,,"1.2",,,"991",,,"16",,,"Retended","0",
"2000695","Standard Service Plan","Data Standard","3072","300","300","70.21","74.81","55.69","42.91","91.65","31.15","75.68","69.37","56.92","55","55","55","55","1.25","1.64","0.59","1887","936","130","6","17","6","Retended","0",
"2000399","Standard Service Plan","Data Standard","3072","300","300","63.02","69.07","72.05","80.5","102.53","38.96","60.27","66.13","39.99","55","55","70","55","1.42","1.23","1.79","954","942","1757","9","17","18","Retended","0",
"2000133","Premium Service Plan","Voice Premium","300","1000","300","66.4","83.67","28.94","62.86","49.15","91.18","95.25","67.82","84.26","55","55","55","55","1.29","0.65","0","989","1063","353","11","11","10","Retended","0",
"2000514","Standard Service Plan","Data Standard","3072","300","300","49.2","90.5","68.87","96.21","19.29","61.96","43.62","74.39","83.82","55","55","55","55","0.83","0.57","0.8","543","1441","1813","13","11","15","Retended","0",
"2000351","Premium Service Plan","Text Premium","300","150","1000","87.99","82.42","86.03","84.62","67.69","87.78","64.83","68.82","46.64","40","40","40","40","1.69","1.36","2.41","1402","967","90","12","9","12","Retended","0",
"2001210","Standard Service Plan","Voice Standard","1024","500","300","53.49","85.86","80.73","87.24","70.37","84.75","37.84","61.05","70.78","50","50","50","50","0.92","1.72","2.65","1787","2030","905","11","18","18","Retended","0",
"2001868","Standard Service Plan","Data Standard","3072","300","300","66.47",,,"69.63",,,"64.03",,,"55",,,,"0.93",,,"819",,,"12",,,"Retended","0",
"2001008","Standard Service Plan","Voice Standard","1024","500","300","66.66","69.81","68.1","64.93","69.87","63.28","59.23","80.51","73.78","50","50","50","50","0.66","1.51","0.66","1020","1102","1569","9","13","8","Retended","0",
"2000576","Standard Service Plan","Data Standard","3072","300","300","82.92","48.75","83.27","92.74","57.99","84.07","50.01","78.75","82.2","55","55","55","55","0.4","1.97","2.14","851","1140","639","14","14","12","Retended","0",
"2001933","Standard Service Plan","Voice Standard","1024","500","300","84.94",,,"44.98",,,"90.43",,,"50",,,,"2.14",,,"545",,,"10",,,"Retended","0",
"2001094","Standard Service Plan","Voice Standard","1024","500","300","67.21","74.48","75.32","57","62.69","83.82","61.08","67.97","89.4","50","50","50","50","1.06","0.71","2.81","1552","1085","509","16","4","15","Retended","0",
"2000921","Standard Service Plan","Voice Standard","1024","500","300","74.67","87.5","90.71","82.06","93.39","93.96","94.84","65.39","72.36","50","50","50","50","1.05","0.46","1.82","714","1972","989","12","10","11","Retended","0",
"2001288","Standard Service Plan","Voice Standard","1024","500","300","92.29","71.71","80.03","81.3","71.92","82.33","91.89","96.52","83.53","50","50","50","50","0.58","1.73","1.18","1688","1181","926","12","11","13","Retended","0",
"2000661","Standard Service Plan","Data Standard","3072","300","300","78.45","96.3","94.03","28.38","77.55","57.79","46.27","72.75","76.66","55","55","55","55","0.31","1.3","1.6","569","1421","563","15","11","15","Retended","0",
"2000968","Standard Service Plan","Voice Standard","1024","500","300","50.49","63.52","61.21","39.15","50.8","30.03","61.39","65.62","63.91","50","50","50","50","1.09","0.59","1.98","1095","823","601","12","7","12","Retended","0",
"2000933","Standard Service Plan","Voice Standard","1024","500","300","46.89","57.86","63.19","58.89","61.45","83.05","49.31","35.36","88.4","80","50","50","50","1.25","0.97","2.6","868","303","1842","7","8","10","Retended","0",
"2000061","Premium Service Plan","Data Premium","10240","150","300","84.23","73.2","120.34","82.57","71.29","103.84","41.53","56.34","25.62","70","70","70","130","0.74","1.17","1.9","839","520","1043","10","19","11","Retended","0",
"2000183","Premium Service Plan","Voice Premium","300","1000","300","91.39","88.25","92.05","88.6","62.06","65.19","36.71","88.67","86.79","55","55","55","55","1.35","1.01","1.19","403","1209","1209","20","15","13","Retended","0",
"2000358","Premium Service Plan","Text Premium","300","150","1000","69.41","89.6","93.41","74.24","82.62","66.57","83.15","70.43","79.82","40","40","40","40","0.23","0.65","1.9","1281","516","958","12","19","13","Retended","0",
"2001877","Standard Service Plan","Data Standard","3072","300","300","81.41",,,"36.15",,,"52.02",,,"55",,,,"0.78",,,"1862",,,"12",,,"Retended","0",
"2001073","Standard Service Plan","Voice Standard","1024","500","300","72.27","110.03","81.33","76.94","64.08","87.83","39.44","89.8","72.28","50","50","70","50","0.71","0.71","2","1774","2100","860","7","18","12","Retended","0",
"2000928","Standard Service Plan","Voice Standard","1024","500","300","53.27","62.97","55.61","52.59","44.18","86.43","93.26","11.16","64.83","50","50","50","50","1.05","0.71","0.65","1041","1317","615","9","12","11","Retended","0",
"2001263","Standard Service Plan","Voice Standard","1024","500","300","71.41","75.19","85.1","39.95","49.45","85.69","64.07","67.08","68.12","70","50","50","50","1.17","1.18","0.7","694","717","1626","10","11","14","Retended","0",
"2000036","Premium Service Plan","Data Premium","10240","150","300","67.68","49.79","62.75","93.51","61.7","105.69","65.02","19.23","57.55","70","70","70","80","1.21","0.14","0","731","1499","1080","11","8","11","Retended","0",
"2000467","Standard Service Plan","Data Standard","3072","300","300","86.7","88.24","42.83","79.34","91.89","88.69","97.85","76.08","76.5","55","55","55","55","0.71","0.47","0.12","641","1009","2536","13","16","20","Retended","0",
"2000400","Standard Service Plan","Data Standard","3072","300","300","76.06","60.87","79.72","39.06","69.82","34.24","50.59","87.1","45.68","55","55","55","55","1.67","0.84","0.78","1078","1446","182","11","11","10","Retended","0",
"2000149","Premium Service Plan","Voice Premium","300","1000","300","75.77","74.39","96.96","61.95","62.95","84.67","91.84","78.68","64.12","55","55","55","55","0.98","0.51","1.61","1087","484","1061","18","14","14","Retended","0",
"2000005","Premium Service Plan","Data Premium","10240","150","300","74.86","69.36","70.29","66.26","94.63","48.02","62.72","42.97","41.54","70","70","70","70","1.57","1.12","0.54","1903","316","879","14","14","10","Retended","0",
"2000638","Standard Service Plan","Data Standard","3072","300","300","73.98","66.98","79.42","69.37","82.73","63.09","84.85","87.91","25.29","55","55","55","55","2.22","0.69","1.17","830","289","799","8","12","14","Retended","0",
"2000852","Standard Service Plan","Data Standard","3072","300","300","80.45","64.45","86.7","40.36","26.04","113.64","82.79","57.77","46.27","55","55","55","70","1.64","1.42","1.2","607","868","955","10","14","13","Retended","0",
"2000842","Standard Service Plan","Data Standard","3072","300","300","27.02","73.68","50.12","17.37","92.36","89.61","77.39","68.42","77.91","55","55","55","55","1.27","0.66","1.77","1480","208","529","12","11","7","Retended","0",
"2001367","Standard Service Plan","Voice Standard","1024","500","300","90.67","89.69","89.61","71","50.69","28.7","54.96","79.65","61.67","50","50","50","50","1.18","1.1","0","321","1103","971","10","10","12","Retended","0",
"2000698","Standard Service Plan","Data Standard","3072","300","300","80.91","68.95","67.05","42.67","86.43","45.14","61.23","74.02","87.15","55","55","55","55","2.08","0.46","0.41","1783","192","1210","15","11","17","Retended","0",
"2001149","Standard Service Plan","Voice Standard","1024","500","300","48.45","59.32","44.81","87.69","57.38","41.55","33.12","60.17","64.14","50","50","50","50","0.73","1.14","1.17","459","706","1227","18","11","14","Retended","0",
"2000572","Standard Service Plan","Data Standard","3072","300","300","86.95","60.06","84.04","64.01","53.51","75.37","58.78","83.55","63.34","55","55","55","55","1.83","1.14","0","1658","873","777","14","17","19","Retended","0",
"2000590","Standard Service Plan","Data Standard","3072","300","300","75.18","78.76","83.33","67.07","77.82","69.01","46.52","71.17","69.32","55","55","55","55","1.16","0.44","0","1773","954","816","11","11","14","Retended","0",
"2000444","Standard Service Plan","Data Standard","3072","300","300","104.48","76.07","86.46","80.88","73.69","68.91","109.55","77.63","74.82","55","55","55","55","0.87","0.68","1.61","1170","937","1320","14","13","17","Retended","0",
"2000119","Premium Service Plan","Voice Premium","300","1000","300","62.38","10.39","82.02","60.7","55.23","90.43","69.6","96.66","84.93","55","55","55","55","0.74","1.24","2.56","984","954","1656","10","18","7","Retended","0",
"2001523","Standard Service Plan","Voice Standard","1024","500","300","70.09","74.37","55.97","46.3","62.04","64.62","63.82","67.91","48.02","70","50","50","50","0.82","0.08","1.37","635","594","934","17","11","10","Retended","0",
"2000413","Standard Service Plan","Data Standard","3072","300","300","65.76","40.49","76.54","68","44.14","73.69","87.17","80.46","72.33","55","55","55","55","0.96","0.74","1.37","1902","1965","1465","7","10","19","Retended","0",
"2000093","Premium Service Plan","Data Premium","10240","150","300","2.59","55.48","64.64","72.37","92.83","96.13","51.65","69.87","63.34","80","70","70","70","0.01","1.47","0.61","1229","874","2196","12","17","18","Retended","0",
"2001874","Standard Service Plan","Data Standard","3072","300","300","91.91",,,"56.27",,,"97.34",,,"55",,,,"0.62",,,"1508",,,"10",,,"Retended","0",
"2000095","Premium Service Plan","Data Premium","10240","150","300","1.06","4.25","61.78","92.26","116.75","83.88","37.97","93.12","82.47","70","70","80","70","0.71","1.68","1.33","1849","1303","874","14","14","13","Retended","0",
"2001465","Standard Service Plan","Voice Standard","1024","500","300","77.42","55.4","71.91","30.07","86.24","60","59.74","41.16","69.62","50","50","50","50","0.33","1.04","0.58","548","196","1126","12","13","17","Retended","0",
"2001706","Standard Service Plan","Voice Standard","1024","500","300","85.07","64.96",,"46.32","76.56",,"87.42","46.46",,"70","50",,,"1.59","1.13",,"1114","249",,"16","10",,"Retended","0",
"2000196","Premium Service Plan","Voice Premium","300","1000","300","58.66","57.25","96.45","40.72","70.64","60.05","92","89.53","62.34","55","55","55","55","0.83","1.08","1.23","1191","1042","1042","15","16","17","Retended","0",
"2001496","Standard Service Plan","Voice Standard","1024","500","300","76.09","31.69","45.22","86.49","30.74","35.33","51.41","49.7","69.16","50","50","50","50","0.95","1.2","0.09","1032","424","1079","15","6","14","Retended","0",
"2000848","Standard Service Plan","Data Standard","3072","300","300","57.66","66.52","72.52","84.09","62.89","88.53","64.98","70.61","81.67","55","55","55","55","1.62","1.21","0.87","699","1432","409","12","7","16","Retended","0",
"2000581","Standard Service Plan","Data Standard","3072","300","300","54.35","97.24","77.14","58.01","61.15","68.1","73.6","63.8","67.84","95","55","55","55","1.41","1.17","0","1284","534","1263","14","13","8","Retended","0",
"2000034","Premium Service Plan","Data Premium","10240","150","300","64.15","9.48","76.34","51.63","59.75","77.66","54.41","38","73.25","70","70","70","70","1.17","0.91","0.33","1637","1080","703","10","9","12","Retended","0",
"2001712","Standard Service Plan","Voice Standard","1024","500","300","32.45","59.66",,"49.25","28.96",,"91.69","80.05",,"50","50",,,"1.34","1.7",,"1803","84",,"8","14",,"Retended","0",
"2000239","Premium Service Plan","Voice Premium","300","1000","300","96.65","7.93","1.24","83.71","64.42","91.11","85.7","119","91.26","55","55","65","55","0.85","1","1.69","811","227","1279","15","15","13","Retended","0",
"2000948","Standard Service Plan","Voice Standard","1024","500","300","71.5","71.73","61.81","51.47","26.62","85.36","55.07","80.55","72.28","50","50","50","50","1.3","1.23","0","1141","1138","32","11","10","10","Retended","0",
"2000432","Standard Service Plan","Data Standard","3072","300","300","35.55","75.63","81.12","74.81","51.53","84.63","64.48","55.88","76.79","55","55","55","55","2.31","0.98","1.82","1370","678","752","11","9","10","Retended","0",
"2000570","Standard Service Plan","Data Standard","3072","300","300","109.25","80.49","93.36","61.36","36.54","65.69","38.29","71.09","63.61","55","55","55","55","1.58","0","0.07","802","937","849","10","11","9","Retended","0",
"2001305","Standard Service Plan","Voice Standard","1024","500","300","57.56","66.3","71.66","63.57","51.12","43.9","96.3","73.53","33.47","50","50","50","50","0.57","0.4","1.51","630","1178","1227","14","13","13","Retended","0",
"2000989","Standard Service Plan","Voice Standard","1024","500","300","46.89","93.67","72","58.5","48.54","76.08","40.59","74.9","73.1","50","50","50","50","0.63","1.58","0.95","1240","1413","903","14","11","16","Retended","0",
"2000784","Standard Service Plan","Data Standard","3072","300","300","49.78","74.53","87.99","80.31","72.57","79.42","30.26","82.64","92.98","70","55","55","55","1.76","1.48","0","860","1060","796","9","7","11","Retended","0",
"2001421","Standard Service Plan","Voice Standard","1024","500","300","57.1","46.03","82.1","77.04","47.61","76.81","60.83","79.17","68.94","50","50","50","50","1.22","0.46","0","258","889","124","11","13","17","Retended","0",
"2000636","Standard Service Plan","Data Standard","3072","300","300","68.79","94.11","75.12","69.83","95.37","75.98","61.62","68.52","82.45","55","55","55","55","1.02","0.69","0","281","14","703","9","11","15","Retended","0",
"2001849","Standard Service Plan","Data Standard","3072","300","300","69.51",,,"79.06",,,"92.76",,,"55",,,,"1.12",,,"2361",,,"11",,,"Retended","0",
"2000013","Premium Service Plan","Data Premium","10240","150","300","65.07","45.71","41.64","60.21","62.75","86","8.61","44.18","25.39","70","70","70","70","0.61","1.22","0.91","1466","525","1294","10","6","7","Retended","0",
"2000017","Premium Service Plan","Data Premium","10240","150","300","70","74.96","62.98","79.41","77.29","82.91","39.22","90.05","62.32","80","70","70","70","1.72","1.15","0.49","2001","595","1","11","17","13","Retended","0",
"2001345","Standard Service Plan","Voice Standard","1024","500","300","80.84","24.89","97.24","35.3","64.33","64.07","28.75","41.83","56.6","50","50","50","50","1.12","0.62","1.1","1189","245","1617","17","9","10","Retended","0",
"2001044","Standard Service Plan","Voice Standard","1024","500","300","87.27","70.87","76.29","79.82","60.89","71.56","51.34","93.84","88.52","50","50","50","50","1.19","0.79","2.64","240","880","1015","12","9","16","Retended","0",
"2001343","Standard Service Plan","Voice Standard","1024","500","300","68.84","71.75","82.32","94.58","66.85","51.05","57.09","63.94","71.08","50","50","50","50","1.45","0.83","2.03","1163","1272","444","11","12","9","Retended","0",
"2001670","Standard Service Plan","Data Standard","3072","300","300","49.36","78.31",,"59.5","75.15",,"67.56","69.08",,"55","55",,,"0.48","1.12",,"902","338",,"14","13",,"Retended","0",
"2001080","Standard Service Plan","Voice Standard","1024","500","300","52.4","74.35","64.68","60.62","53.99","66.72","58.05","90.02","60.29","50","50","50","50","0.56","1.24","1.94","977","235","555","18","10","11","Retended","0",
"2001236","Standard Service Plan","Voice Standard","1024","500","300","46.65","81.45","74.56","65.43","80.03","26.06","84.81","103.69","87.33","50","50","60","50","0.76","0.3","0","594","1893","959","12","14","10","Retended","0",
"2000114","Premium Service Plan","Voice Premium","300","1000","300","55.9","32.99","37.58","32.58","77.86","72.41","84.99","92.01","94.51","55","55","55","55","2.57","0.23","1.22","900","440","962","12","11","10","Retended","0",
"2000057","Premium Service Plan","Data Premium","10240","150","300","84.98","95.41","89.72","89.82","57.46","99.26","45.67","59.85","39.22","70","70","70","70","0.37","0.7","2.27","1262","1386","530","16","9","18","Retended","0",
"2001012","Standard Service Plan","Voice Standard","1024","500","300","82.77","92.18","74.44","66.24","58.7","78.63","85.97","42.2","83.34","50","50","50","50","0.45","0.51","1.89","1122","936","693","12","14","15","Retended","0",
"2001411","Standard Service Plan","Voice Standard","1024","500","300","66.41","45.88","98.66","33.57","87.07","79.2","39.03","52.69","68.75","50","50","50","50","0.92","1.24","2.08","440","441","1203","13","9","14","Retended","0",
"2000600","Standard Service Plan","Data Standard","3072","300","300","78.39","72.52","80.32","84.28","62.78","86.24","66.24","85.12","65.82","55","55","55","55","0.89","1.62","2.54","1145","1399","1226","12","12","16","Retended","0",
"2000665","Standard Service Plan","Data Standard","3072","300","300","74","41.7","90.09","79.98","88.09","54.32","78.11","65.82","82.87","55","55","55","55","2.29","0.66","1.39","1820","1981","1364","15","10","7","Retended","0",
"2000089","Premium Service Plan","Data Premium","10240","150","300","40.33","93.74","74.48","76.53","87.35","89.72","54.44","55.38","66.55","70","70","70","70","0.55","1.18","0","441","1448","1267","14","9","10","Retended","0",
"2000885","Standard Service Plan","Voice Standard","1024","500","300","84.01","81.86","76.7","54.99","63.48","55.32","53.86","84.69","32.22","50","50","50","50","1.15","1.77","1.44","968","535","1362","14","17","12","Retended","0",
"2001431","Standard Service Plan","Voice Standard","1024","500","300","62.95","86.67","41.29","24.08","95.9","62.66","46.22","52.57","66.02","50","50","50","50","1.3","1.53","0","1458","1212","1618","16","16","17","Retended","0",
"2001111","Standard Service Plan","Voice Standard","1024","500","300","67.26","53.06","75.75","71.98","47.03","81.48","61.04","83.39","76.87","50","50","50","50","0.08","0.24","0.34","1952","480","985","11","11","8","Retended","0",
"2001312","Standard Service Plan","Voice Standard","1024","500","300","42.01","60.09","95.81","62.64","82.42","57.03","58.76","58.08","58.87","50","50","50","50","1.11","0.91","1.45","665","1415","1415","14","12","12","Retended","0",
"2001224","Standard Service Plan","Voice Standard","1024","500","300","62.38","91.69","73.32","51.34","42.63","50.24","49.08","74.87","95.53","50","50","50","50","0.98","0.89","1.23","1203","702","1819","13","14","9","Retended","0",
"2000331","Premium Service Plan","Voice Premium","300","1000","300","44.49","57.31","61.12","50.38","60.78","83.87","50.04","73.87","70.76","55","55","55","55","0.56","1.37","0.78","449","1214","405","12","14","7","Retended","0",
"2000730","Standard Service Plan","Data Standard","3072","300","300","42.71","75.02","62.61","29.18","76.26","113.99","88.73","77.13","19.78","55","55","55","70","0.93","1.13","1.2","155","628","1135","13","11","14","Retended","0",
"2000029","Premium Service Plan","Data Premium","10240","150","300","69.15","94.85","96.89","40.54","83.53","75.07","54.4","68.84","31.44","70","70","70","70","0.09","1.47","1.72","1680","1330","757","13","16","12","Retended","0",
"2000049","Premium Service Plan","Data Premium","10240","150","300","39.7","96.77","83.46","69.85","90.67","39.98","59.86","50.69","41.51","70","70","70","70","2.59","1.75","0","1216","1272","1187","6","11","12","Retended","0",
"2001506","Standard Service Plan","Voice Standard","1024","500","300","80.5","65.45","91.49","48.3","93.15","49.86","39.29","65.1","81.72","50","50","50","50","1.15","1.82","1.55","1205","1512","587","11","10","14","Retended","0",
"2001533","Standard Service Plan","Voice Standard","1024","500","300","53.94","81.24","76.47","94.52","51","40.14","4.71","67.19","78.52","50","50","50","50","1.28","0.54","2.08","1750","878","1305","12","5","9","Retended","0",
"2001173","Standard Service Plan","Voice Standard","1024","500","300","92.04","80.73","68.01","73.58","69.92","31.09","34.83","50.2","77.58","50","50","50","50","0.52","1.68","0.04","430","1463","1290","9","14","14","Retended","0",
"2000802","Standard Service Plan","Data Standard","3072","300","300","89","84.24","62.95","78.31","72.81","81.96","68.16","57.96","75.17","55","55","55","55","0.64","0.48","0.91","1728","1358","205","14","11","14","Retended","0",
"2001647","Standard Service Plan","Data Standard","3072","300","300","91.77","68.24",,"91.92","75.29",,"69.28","68.65",,"55","55",,,"0.66","0.57",,"1293","543",,"10","15",,"Retended","0",
"2001304","Standard Service Plan","Voice Standard","1024","500","300","80.4","69.45","82","60.95","76.53","63.61","82.68","28.28","57.86","50","50","50","50","0.69","0.61","1.92","2210","590","1371","13","12","19","Retended","0",
"2000597","Standard Service Plan","Data Standard","3072","300","300","95.69","49.46","76.96","68.63","67.28","64.84","92.09","51.24","70.51","55","55","55","55","1.8","1.39","0.26","2090","2003","1082","16","10","15","Retended","0",
"2001302","Standard Service Plan","Voice Standard","1024","500","300","60.08","64.06","50.01","58.77","26.82","69.39","70.45","92.81","70.88","60","50","50","50","0.73","1.49","0","942","947","1098","11","12","16","Retended","0",
"2000918","Standard Service Plan","Voice Standard","1024","500","300","91.87","97.82","95.18","58.38","87.05","89.69","42.86","76.76","71.29","50","50","50","50","1.7","1.15","0","1335","1218","620","15","5","11","Retended","0",
"2000546","Standard Service Plan","Data Standard","3072","300","300","74.29","97.5","89.94","43.26","72.51","61.67","81.01","77.62","69.57","55","55","55","55","0.88","0.81","0.43","802","1234","479","9","11","14","Retended","0",
"2000235","Premium Service Plan","Voice Premium","300","1000","300","61.6","37.54","73.03","76.22","57.07","83.05","52.78","64.54","96.35","55","55","55","55","1.2","0.08","1.3","700","826","932","8","13","12","Retended","0",
"2000143","Premium Service Plan","Voice Premium","300","1000","300","82.39","89.54","78.16","81.26","53.93","69.16","78.75","74.62","79.52","55","55","55","55","0.52","0.17","0","1415","1369","231","17","14","12","Retended","0",
"2000163","Premium Service Plan","Voice Premium","300","1000","300","77.22","181.7","60.47","59.95","7.74","44.31","75.73","70.95","68.77","55","55","65","55","1.41","1.74","0.2","982","749","1663","9","10","10","Retended","0",
"2001156","Standard Service Plan","Voice Standard","1024","500","300","54.32","80.73","69.59","38.28","88.71","51.9","52.42","49.8","70.62","50","50","50","50","1.8","2.08","1.69","67","729","1076","14","11","16","Retended","0",
